Date,Region,Service_Type,Network_Traffic,Latency (ms),Packet_Loss (%)
18-05-2022,North America,Internet,107.0068744,87.37248023,0.074910061
19-05-2022,North America,Internet,101.9909853,95.17324417,0.053233607
20-05-2022,North America,Internet,69.50084142,82.43619314,0.011495215
21-05-2022,North America,Internet,54.44794612,113.9876097,0.039362975
22-05-2022,North America,Internet,77.36049255,78.77555425,0.037554936
23-05-2022,North America,Internet,90.00835739,95.5504598,0.056816224
24-05-2022,North America,Internet,110.0613942,82.82160184,0.066797707
25-05-2022,North America,Internet,131.1318143,101.0190855,0.084083024
26-05-2022,North America,Internet,105.6462879,64.11541457,0.04972314
27-05-2022,North America,Internet,69.43470584,126.5292328,0.039202172
28-05-2022,North America,Internet,78.62389156,80.70787152,0.014397653
29-05-2022,North America,Internet,57.86329267,101.1978937,0.080482296
30-05-2022,North America,Internet,81.74501287,95.7495391,0.071337041
31-05-2022,North America,Internet,101.012217,84.75770976,0.04086774
01-06-2022,North America,Internet,122.3825458,82.24439727,0.051843231
02-06-2022,North America,Internet,86.66878788,118.7279709,0.066518284
03-06-2022,North America,Internet,68.18037938,89.48718814,0.016480559
04-06-2022,North America,Internet,64.31894585,105.4234037,0.002719779
05-06-2022,North America,Internet,62.20615376,83.97006229,0.03175037
06-06-2022,North America,Internet,95.41554637,87.05637136,0.059558502
07-06-2022,North America,Internet,88.6543445,109.444943,0.048660609
08-06-2022,North America,Internet,91.5051054,118.6081699,0.069255463
09-06-2022,North America,Internet,87.44141288,96.49367195,0.081968981
10-06-2022,North America,Internet,69.14128643,71.56160257,0.048844247
11-06-2022,North America,Internet,82.25017969,139.9591216,0.013426702
12-06-2022,North America,Internet,75.96205511,82.86901384,0.0850628
13-06-2022,North America,Internet,82.62812008,69.16825201,0.057499033
14-06-2022,North America,Internet,84.78022968,151.8884918,0.073993748
15-06-2022,North America,Internet,108.9828531,91.91935412,0.070466465
16-06-2022,North America,Internet,79.35640516,70.76534623,0.096821177
17-06-2022,North America,Internet,56.19337294,86.33120466,0.029530732
18-06-2022,North America,Internet,72.33617728,107.3508979,0.070530677
19-06-2022,North America,Internet,67.12086563,103.8062312,0.036567633
20-06-2022,North America,Internet,88.42839084,82.96541605,0.039541072
21-06-2022,North America,Internet,97.67369387,136.454472,0.023059464
22-06-2022,North America,Internet,106.5450391,89.56840644,0.034401018
23-06-2022,North America,Internet,80.2725333,76.30626819,0.094829675
24-06-2022,North America,Internet,58.71065488,119.213868,0.029257085
25-06-2022,North America,Internet,64.67264412,126.5812569,0.024599061
26-06-2022,North America,Internet,53.30803738,83.65013805,0.058313798
27-06-2022,North America,Internet,69.70593199,71.97305414,0.025803596
28-06-2022,North America,Internet,87.30471254,120.6087653,0.047338573
29-06-2022,North America,Internet,95.51820064,59.05352774,0.083417626
30-06-2022,North America,Internet,80.6036469,75.46756681,0.023040031
01-07-2022,North America,Internet,52.65955443,119.348923,0.042669141
02-07-2022,North America,Internet,48.77275427,98.89294904,0.061048974
03-07-2022,North America,Internet,36.45766628,94.72125303,0.054562892
04-07-2022,North America,Internet,80.20170239,107.0563321,0.097472324
05-07-2022,North America,Internet,73.18688385,96.94451153,0.068037025
06-07-2022,North America,Internet,81.64753376,74.02626556,0.073994624
07-07-2022,North America,Internet,82.01480058,125.5215069,0.096695595
08-07-2022,North America,Internet,56.36567675,126.5002811,0.041443803
09-07-2022,North America,Internet,67.99506831,104.1066513,0.035537982
10-07-2022,North America,Internet,43.12392548,100.9026803,0.004386243
11-07-2022,North America,Internet,73.98657265,146.7924961,0.018420431
12-07-2022,North America,Internet,86.18825245,94.4713431,0.023718963
13-07-2022,North America,Internet,78.39205934,94.80846036,0.018350447
14-07-2022,North America,Internet,84.11661091,107.289625,0.075478389
15-07-2022,North America,Internet,59.44666299,129.4264391,0.053588298
16-07-2022,North America,Internet,57.69482726,131.8554151,0.06676338
17-07-2022,North America,Internet,61.71176672,94.82854737,0.082046216
18-07-2022,North America,Internet,90.38593306,106.1666249,0.023077394
19-07-2022,North America,Internet,97.3981926,72.43833066,0.032592394
20-07-2022,North America,Internet,83.84837089,93.76047784,0.070836027
21-07-2022,North America,Internet,73.973645,83.19419209,0.039275895
22-07-2022,North America,Internet,69.65974247,79.86336495,0.002927094
23-07-2022,North America,Internet,54.04903203,133.6315343,0.043495522
24-07-2022,North America,Internet,57.41698575,84.15426676,0.090827309
25-07-2022,North America,Internet,50.14344456,89.36788184,0.040902151
26-07-2022,North America,Internet,81.37057716,107.3169758,0.033224892
27-07-2022,North America,Internet,77.76330068,125.9565053,0.098952508
28-07-2022,North America,Internet,76.79359318,109.6223025,0.064441556
29-07-2022,North America,Internet,55.33303067,155.1871023,0.036599803
30-07-2022,North America,Internet,54.27502997,98.50664043,0.010201953
31-07-2022,North America,Internet,51.89112986,105.1743288,0.078784944
01-08-2022,North America,Internet,71.906958,105.5120135,0.070807493
02-08-2022,North America,Internet,74.70867395,128.7009877,0.09219158
03-08-2022,North America,Internet,73.48747545,110.144779,0.021727563
04-08-2022,North America,Internet,67.71242011,97.67540599,0.011492435
05-08-2022,North America,Internet,53.99407284,81.0502281,0.072407253
06-08-2022,North America,Internet,46.84659492,104.8888691,0.020339584
07-08-2022,North America,Internet,69.22688034,128.0268966,0.017610384
08-08-2022,North America,Internet,61.56985885,91.79236413,0.031980734
09-08-2022,North America,Internet,67.79696812,110.5788724,0.081682514
10-08-2022,North America,Internet,77.49135673,104.9229558,0.053953661
11-08-2022,North America,Internet,65.23274854,117.2703932,0.004585036
12-08-2022,North America,Internet,57.07229835,83.90492519,0.046389467
13-08-2022,North America,Internet,25.77857901,146.9329406,0.068397961
14-08-2022,North America,Internet,45.43698554,74.41677786,0.053836844
15-08-2022,North America,Internet,61.76800032,92.6889782,0.057245022
16-08-2022,North America,Internet,77.92947766,118.7618508,0.022477733
17-08-2022,North America,Internet,73.27081031,105.9346634,0.084773933
18-08-2022,North America,Internet,65.82462524,116.5997232,0.056139872
19-08-2022,North America,Internet,36.39512439,90.07795332,0.071324601
20-08-2022,North America,Internet,34.6754809,98.50390035,0.098186422
21-08-2022,North America,Internet,37.84251422,100.2446397,0.042819866
22-08-2022,North America,Internet,62.87557044,131.3851923,0.088106661
23-08-2022,North America,Internet,62.60407511,113.8085805,0.000728101
24-08-2022,North America,Internet,85.66099299,115.9334422,0.003340729
25-08-2022,North America,Internet,81.80123569,86.84147815,0.059027992
26-08-2022,North America,Internet,28.63662149,119.3776528,0.03114494
27-08-2022,North America,Internet,42.62086538,104.5116333,0.024827657
28-08-2022,North America,Internet,48.83932281,127.7829063,0.027793536
29-08-2022,North America,Internet,51.18996872,140.2812031,0.031840293
30-08-2022,North America,Internet,69.09323132,93.86468448,0.07289477
31-08-2022,North America,Internet,75.47164775,91.87393739,0.056919597
01-09-2022,North America,Internet,62.88190976,82.71910018,0.078903597
02-09-2022,North America,Internet,45.30233695,97.12840977,0.083019658
03-09-2022,North America,Internet,20.70736577,92.35949102,0.084293486
04-09-2022,North America,Internet,52.75636324,107.190088,0.041464415
05-09-2022,North America,Internet,67.57754203,97.10866366,0.04212734
06-09-2022,North America,Internet,64.20405254,92.76801438,0.092626588
07-09-2022,North America,Internet,61.46318478,121.2917027,0.066176359
08-09-2022,North America,Internet,70.45315469,81.24239538,0.008046718
09-09-2022,North America,Internet,42.07345461,108.6621591,0.054218695
10-09-2022,North America,Internet,38.38243424,91.88116546,0.035600726
11-09-2022,North America,Internet,37.59232732,114.4873701,0.098743499
12-09-2022,North America,Internet,63.30678977,127.7052309,0.001365541
13-09-2022,North America,Internet,78.95311506,93.93803493,0.061218087
14-09-2022,North America,Internet,68.59764803,108.8206581,0.072362309
15-09-2022,North America,Internet,51.19369106,103.5758573,0.028890677
16-09-2022,North America,Internet,31.84575426,84.01155201,0.097364152
17-09-2022,North America,Internet,42.96981036,104.8157502,0.085953663
18-09-2022,North America,Internet,28.85975618,105.7824101,0.091565284
19-09-2022,North America,Internet,51.34589484,108.2574164,0.001923206
20-09-2022,North America,Internet,66.12533605,96.03202206,0.056987215
21-09-2022,North America,Internet,75.47125834,101.883846,0.029465024
22-09-2022,North America,Internet,45.86854079,77.0477811,0.084902863
23-09-2022,North America,Internet,49.82785525,92.83771849,0.063284966
24-09-2022,North America,Internet,42.43098671,111.1192536,0.0538877
25-09-2022,North America,Internet,42.01994629,117.8494777,0.011458817
26-09-2022,North America,Internet,53.75405984,91.55370352,0.05402228
27-09-2022,North America,Internet,73.57297931,102.0942806,0.063190415
28-09-2022,North America,Internet,80.55966727,104.5610665,0.095591231
29-09-2022,North America,Internet,38.13957005,104.0295989,0.058505101
30-09-2022,North America,Internet,68.195334,110.8154717,0.09674006
01-10-2022,North America,Internet,41.85121246,63.63844739,0.096160612
02-10-2022,North America,Internet,35.43196335,99.0135186,0.065020034
03-10-2022,North America,Internet,53.835874,104.780672,0.050590798
04-10-2022,North America,Internet,78.48106709,79.99339302,0.046602174
05-10-2022,North America,Internet,76.41502618,133.4797141,0.089037856
06-10-2022,North America,Internet,46.62769095,103.2311853,0.002825668
07-10-2022,North America,Internet,70.41232156,131.2680949,0.01138082
08-10-2022,North America,Internet,38.03814805,84.18953956,0.010207173
09-10-2022,North America,Internet,53.41307598,81.85399757,0.075693533
10-10-2022,North America,Internet,52.14214582,104.4850444,0.033965102
11-10-2022,North America,Internet,90.28648747,66.42623274,0.063796854
12-10-2022,North America,Internet,81.88027702,104.2993118,0.06037829
13-10-2022,North America,Internet,74.52531309,101.9443846,0.038582797
14-10-2022,North America,Internet,40.87860232,120.3133056,0.053156772
15-10-2022,North America,Internet,52.87997563,114.0208268,0.064513853
16-10-2022,North America,Internet,51.79552671,91.650453,0.094095033
17-10-2022,North America,Internet,73.82791583,78.0500669,0.057563407
18-10-2022,North America,Internet,70.44923052,134.2461044,0.061436751
19-10-2022,North America,Internet,76.07428704,84.15769959,0.006785582
20-10-2022,North America,Internet,93.40381982,79.08950886,0.095221581
21-10-2022,North America,Internet,42.71852915,78.30287881,0.052808193
22-10-2022,North America,Internet,41.45604599,122.3461063,0.080127342
23-10-2022,North America,Internet,58.37242579,89.62199591,0.005029106
24-10-2022,North America,Internet,63.95167758,84.92591068,0.042091014
25-10-2022,North America,Internet,84.78306754,102.7537965,0.025697546
26-10-2022,North America,Internet,79.17156852,95.86110579,0.02669759
27-10-2022,North America,Internet,76.40439673,86.43809078,0.079145373
28-10-2022,North America,Internet,42.64987968,115.0798293,0.062386673
29-10-2022,North America,Internet,61.85016084,121.3063098,0.043974531
30-10-2022,North America,Internet,48.33159054,119.7063502,0.001058574
31-10-2022,North America,Internet,58.73831333,115.3383934,0.096492794
01-11-2022,North America,Internet,88.23850194,108.0525106,0.096202325
02-11-2022,North America,Internet,81.23498205,64.48224,0.021755221
03-11-2022,North America,Internet,62.09184654,133.3850161,0.004134637
04-11-2022,North America,Internet,45.03251422,106.0397842,0.053019936
05-11-2022,North America,Internet,55.04453375,112.1631286,0.095141081
06-11-2022,North America,Internet,50.80829547,122.2992465,0.091039585
07-11-2022,North America,Internet,67.14615725,128.6670501,0.058466286
08-11-2022,North America,Internet,95.3468777,108.3679602,0.030354885
09-11-2022,North America,Internet,77.61977853,108.7109232,0.032996088
10-11-2022,North America,Internet,71.22398057,88.01551445,0.089791355
11-11-2022,North America,Internet,57.7970552,100.661795,0.049178404
12-11-2022,North America,Internet,52.24567156,82.91677478,0.013111623
13-11-2022,North America,Internet,55.2261959,85.60118936,0.024842548
14-11-2022,North America,Internet,68.90603189,82.12851195,0.02767949
15-11-2022,North America,Internet,87.29206614,96.87952218,0.012354668
16-11-2022,North America,Internet,91.20032906,120.9818638,0.046304438
17-11-2022,North America,Internet,74.76579548,163.4194955,0.091605091
18-11-2022,North America,Internet,56.99200858,103.7899928,0.066878254
19-11-2022,North America,Internet,57.56766281,73.03173824,0.007247392
20-11-2022,North America,Internet,50.30260292,125.2996666,0.000549482
21-11-2022,North America,Internet,63.80792283,93.98432247,0.027624767
22-11-2022,North America,Internet,88.43392334,86.78782812,0.036269293
23-11-2022,North America,Internet,94.38637485,104.1969896,0.077674967
24-11-2022,North America,Internet,108.2590762,75.18750801,0.096700552
25-11-2022,North America,Internet,151.7372892,104.4492633,0.038756717
26-11-2022,North America,Internet,68.06331182,98.23248954,0.068669003
27-11-2022,North America,Internet,70.52968401,101.9675581,0.099490191
28-11-2022,North America,Internet,67.37505922,107.6283251,0.074566658
29-11-2022,North America,Internet,103.2085293,101.3498451,0.063618955
30-11-2022,North America,Internet,88.07863587,100.3267617,0.007807485
01-12-2022,North America,Internet,63.08887245,105.6862904,0.03232152
02-12-2022,North America,Internet,78.97686603,108.3080125,0.091339216
03-12-2022,North America,Internet,45.12656277,79.37035079,0.020100548
04-12-2022,North America,Internet,71.65354391,71.40017483,0.084359036
05-12-2022,North America,Internet,76.54150665,98.76723896,0.069632369
06-12-2022,North America,Internet,116.2183871,71.3452902,0.036632437
07-12-2022,North America,Internet,114.7782444,101.7506294,0.052917427
08-12-2022,North America,Internet,89.35032059,118.7749375,0.054280647
09-12-2022,North America,Internet,70.26579307,112.1422334,0.071405379
10-12-2022,North America,Internet,54.80113852,79.03659186,0.051655594
11-12-2022,North America,Internet,67.01638571,82.79475096,0.013307599
12-12-2022,North America,Internet,84.88345808,106.5660259,0.077345467
13-12-2022,North America,Internet,100.3043346,91.9740439,0.04062725
14-12-2022,North America,Internet,110.0105751,93.6668941,0.096309389
15-12-2022,North America,Internet,104.0407705,111.9381296,0.028351378
16-12-2022,North America,Internet,85.03207066,80.25426613,0.026307878
17-12-2022,North America,Internet,63.71079347,91.9753058,0.03335074
18-12-2022,North America,Internet,61.47595837,83.99835048,0.057231702
19-12-2022,North America,Internet,105.7775058,79.13741004,0.089486974
20-12-2022,North America,Internet,101.5178331,82.85843623,0.017628164
21-12-2022,North America,Internet,106.3964987,113.5492434,0.02796788
22-12-2022,North America,Internet,97.53336203,101.0364078,0.058167984
23-12-2022,North America,Internet,67.60728576,82.41678742,0.045433424
24-12-2022,North America,Internet,71.08665378,95.37796785,0.044732289
25-12-2022,North America,Internet,159.2662981,67.22385386,0.082073426
26-12-2022,North America,Internet,102.8701809,85.33374385,0.09238783
27-12-2022,North America,Internet,119.9398444,142.9914907,0.048130697
28-12-2022,North America,Internet,117.5075674,98.19512301,0.06873518
29-12-2022,North America,Internet,116.6205746,114.6331785,0.080105871
30-12-2022,North America,Internet,93.99981305,98.6902325,0.051836641
31-12-2022,North America,Internet,80.27603353,106.9633847,0.029431641
01-01-2023,North America,Internet,86.55763982,113.2651618,0.06380846
02-01-2023,North America,Internet,99.33187473,77.90766805,0.05851091
03-01-2023,North America,Internet,113.5796601,99.38127485,0.090156282
04-01-2023,North America,Internet,119.3654054,131.5773039,0.005240704
05-01-2023,North America,Internet,100.5937894,84.089989,0.091013139
06-01-2023,North America,Internet,97.97425136,88.67120293,0.053443203
07-01-2023,North America,Internet,75.06807937,93.84617445,0.001567612
08-01-2023,North America,Internet,97.92685274,105.3804815,0.034470218
09-01-2023,North America,Internet,103.3006596,110.4983573,0.072433356
10-01-2023,North America,Internet,122.5735288,125.3482331,0.048843309
11-01-2023,North America,Internet,131.5240565,109.9899647,0.098015904
12-01-2023,North America,Internet,122.8414579,98.75893748,0.042261007
13-01-2023,North America,Internet,83.98841416,125.1833426,0.032663523
14-01-2023,North America,Internet,87.44443983,114.0822204,0.082167193
15-01-2023,North America,Internet,102.8147844,70.08640967,0.05479067
16-01-2023,North America,Internet,93.30388681,150.5273648,0.068232658
17-01-2023,North America,Internet,130.4272819,135.3984278,0.080570234
18-01-2023,North America,Internet,108.4911014,96.63571554,0.067142755
19-01-2023,North America,Internet,110.6284191,107.558202,0.042240749
20-01-2023,North America,Internet,104.5092148,126.487175,0.012479645
21-01-2023,North America,Internet,77.35664573,96.55598415,0.058024817
22-01-2023,North America,Internet,88.5492448,114.6070358,0.089743333
23-01-2023,North America,Internet,99.93797187,122.0915695,0.041889243
24-01-2023,North America,Internet,147.3862126,79.70348185,0.091072523
25-01-2023,North America,Internet,137.0174121,87.95336293,0.050352782
26-01-2023,North America,Internet,130.8317877,118.428168,0.062084156
27-01-2023,North America,Internet,106.1775711,109.2162895,0.083298848
28-01-2023,North America,Internet,94.64592321,118.4759312,0.056459711
29-01-2023,North America,Internet,86.47010869,97.34863971,0.009096934
30-01-2023,North America,Internet,115.9415321,94.21989578,0.09809794
31-01-2023,North America,Internet,127.4656493,60.02721049,0.02458493
01-02-2023,North America,Internet,148.1012534,77.07999147,0.071050533
02-02-2023,North America,Internet,140.6870105,100.9413219,0.050511344
03-02-2023,North America,Internet,127.1565078,116.4911444,0.047877264
04-02-2023,North America,Internet,110.7605241,110.6235673,0.024394082
05-02-2023,North America,Internet,100.6705237,97.43516052,0.072215077
06-02-2023,North America,Internet,111.6896895,94.56456867,0.011278826
07-02-2023,North America,Internet,146.7016005,104.3435927,0.099045331
08-02-2023,North America,Internet,147.004096,101.5642236,0.084537354
09-02-2023,North America,Internet,115.4736406,128.0909103,0.053450894
10-02-2023,North America,Internet,119.8915855,102.9288154,0.042455296
11-02-2023,North America,Internet,114.1884083,70.37508076,0.028646463
12-02-2023,North America,Internet,111.0158388,74.5488373,0.050159147
13-02-2023,North America,Internet,124.7281245,130.3751867,0.087941746
14-02-2023,North America,Internet,134.648147,76.57679077,0.02750064
15-02-2023,North America,Internet,132.6243365,115.2899491,0.050053746
16-02-2023,North America,Internet,144.7685762,94.6325453,0.02345499
17-02-2023,North America,Internet,116.8094665,96.60483412,0.033714911
18-02-2023,North America,Internet,107.228887,97.31734434,0.019026051
19-02-2023,North America,Internet,131.2298799,124.4276992,0.099053919
20-02-2023,North America,Internet,136.8547535,96.14316343,0.057149745
21-02-2023,North America,Internet,149.8182271,99.33361434,0.073281512
22-02-2023,North America,Internet,151.8491921,69.38393005,0.009824991
23-02-2023,North America,Internet,155.2572763,104.1338102,0.036611755
24-02-2023,North America,Internet,140.3403846,110.6208501,0.08926398
25-02-2023,North America,Internet,122.0539582,104.7829116,0.008443833
26-02-2023,North America,Internet,122.871078,127.9579252,0.016548323
27-02-2023,North America,Internet,112.1600386,101.1034271,0.062541761
28-02-2023,North America,Internet,150.3930529,105.9795491,0.062278899
01-03-2023,North America,Internet,152.122273,132.9700802,0.083822704
02-03-2023,North America,Internet,143.9399375,68.99971621,0.093549276
03-03-2023,North America,Internet,135.4657512,90.88349304,0.014198648
04-03-2023,North America,Internet,88.20008359,128.523175,0.025937382
05-03-2023,North America,Internet,114.1402526,118.722583,0.042746141
06-03-2023,North America,Internet,138.5357063,113.567602,9.03E-05
07-03-2023,North America,Internet,147.1634994,116.6530148,0.00698143
08-03-2023,North America,Internet,141.8754218,106.5413242,0.022649128
09-03-2023,North America,Internet,154.2557075,132.6319486,0.048110196
10-03-2023,North America,Internet,131.3137283,107.5551834,0.025152274
11-03-2023,North America,Internet,108.3391206,104.7973421,0.087668189
12-03-2023,North America,Internet,125.378006,103.1791735,0.032427288
